Date Time Created,Completed,Job ID,Asset / Position,Lock Off Number,Position 1,Position 2,Position 3,Position,Task,Completion Details,Date : Time Completed,Priority,Work Status,Date Request Converted,Was Request,Lost Operational Time (DD:HH:MM),Response Time(DD:HH:MM)
03/12/2015 07:07,TRUE,28553,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Oil arm stopped working again (URGENT)       CHANGED GRIPPERS AND HAD POSITIONS ALTERED ON PLC BY D.HART,,03/12/2015 16:00,2) Critical,Completed,04/12/2015 07:50,TRUE,000 Days 08 Hrs 53 Mins,000 Days 00 Hrs 53 Mins
03/12/2015 02:19,TRUE,28551,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",oil arm gone out of positionmade adjustments to oil arm still having issues placing some locations. ,,03/12/2015 04:20,4) As Soon As Practical,Completed,03/12/2015 04:10,TRUE,000 Days 02 Hrs 01 Mins,000 Days 00 Hrs 11 Mins
01/12/2015 14:46,TRUE,28524,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Oil arm not working on auto test rig , arm has come loose     LUBRICATED CYLINDER AND GUIDES, TIGHTENED UP LOOSE SWING ARM",,02/12/2015 10:39,2) Critical,Completed,02/12/2015 07:50,TRUE,000 Days 19 Hrs 53 Mins,000 Days 17 Hrs 59 Mins
01/12/2015 02:30,TRUE,28509,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",steam arm gone out of postion. Carried out alingment,,01/12/2015 03:45,4) As Soon As Practical,Completed,01/12/2015 03:17,TRUE,000 Days 01 Hrs 15 Mins,000 Days 00 Hrs 15 Mins
17/11/2015 16:30,TRUE,28374,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Relay in cabinet (S612) isn't working. Rig is down.
Machine locked out. key on Graham Thomas' desk.
Rig now working with new Furness Control, please neaten up wiring in cabinet. Choc Blox used at present. Please remove obsolete relays and add terminal blocks to Din rail.","Relay replaced. Cabling will be actioned in routine PM's. Time and Date estimated. (THS 15,3,17)",18/11/2015 10:00,3) Urgent,Completed,15/03/2017 12:39,TRUE,000 Days 02 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
02/11/2015 19:45,TRUE,28159,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","steam position 3 needs adjusting. Pressure regulator on station 3 was low. Adjusted back to original setting (not sure why regulator had dropped in pressure). Job completed. Time taken 1 hour. (GMT). Cannot close out job, please close out.

Agreed complete with Graham Thomas. (THS 7,10,16)",,03/11/2015 09:00,2) Critical,Completed,07/10/2016 07:47,TRUE,000 Days 13 Hrs 15 Mins,000 Days 12 Hrs 15 Mins
20/10/2015 02:30,TRUE,27986,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",steam position 3 gone out of position,,20/10/2015 15:00,4) As Soon As Practical,Completed,20/10/2015 17:06,TRUE,000 Days 12 Hrs 30 Mins,000 Days 11 Hrs 00 Mins
19/10/2015 23:41,TRUE,27983,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",oil arm not working correctly needs adjusting,,20/10/2015 02:01,4) As Soon As Practical,Completed,20/10/2015 04:55,TRUE,000 Days 02 Hrs 20 Mins,000 Days 01 Hrs 49 Mins
13/10/2015 05:23,TRUE,27890,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","pick and place out of postion needs adjusting
HAVE ADJUSTED BACK SQUARE.NO PRODUCTS TO CHECK ALIGNMENT. THINK THIS IS CAUSED BY MOVING AWAY WHEN CLAMPED OR CATCHING ON TOOLING WHEN ON MOVE.",,13/10/2015 09:00,4) As Soon As Practical,Completed,13/10/2015 09:09,TRUE,000 Days 03 Hrs 37 Mins,000 Days 02 Hrs 37 Mins
01/10/2015 07:56,TRUE,27736,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Oil arm on autorig losing its position repeatedly and freezing its position .

Agreed complete with Chris Owens. Time, Date and Engineer estimated (THS 7,10,16)",,01/10/2015 10:00,2) Critical,Completed,07/10/2016 07:42,TRUE,000 Days 02 Hrs 04 Mins,000 Days 00 Hrs 19 Mins
22/09/2015 23:33,TRUE,27622,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",air test failing all traps oil leaking from back of ram ,,23/09/2015 09:15,4) As Soon As Practical,Completed,23/09/2015 07:48,TRUE,000 Days 09 Hrs 42 Mins,000 Days 08 Hrs 12 Mins
21/09/2015 20:55,TRUE,27594,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","steam arm out of position 

Pick and place arm was mechanicaly out of position again, removed arm assembly and replaced in its correct position, this time we repositioned the top beam as it was previously noticed to out of alighn by 8mm this was placing the pick place arm close to station 3 although not witnessed is suspected be catching on clamp occationaly. ",,22/09/2015 19:30,4) As Soon As Practical,Completed,24/09/2015 07:59,TRUE,000 Days 11 Hrs 21 Mins,000 Days 19 Hrs 21 Mins
14/09/2015 10:48,TRUE,27509,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm losing its allignment again.,made adjustments,14/09/2015 12:00,2) Critical,Completed,14/09/2015 13:53,TRUE,000 Days 01 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
14/09/2015 08:53,TRUE,27504,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Oil arm slowing down on movement causing a back up of parts.,made adjustments and fitted regulator to down stroke ,14/09/2015 10:30,2) Critical,Completed,14/09/2015 13:49,TRUE,000 Days 01 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
28/08/2015 07:56,TRUE,27327,ATR001(1015)(A09),STEAM ARM OUT,North,Assembly Hall,TD,"North,Assembly Hall,TD",STEAM ARM OUT OF LINE,,28/08/2015 09:00,2) Critical,Completed,28/08/2015 12:19,TRUE,000 Days 01 Hrs 04 Mins,000 Days 00 Hrs 04 Mins
27/08/2015 23:23,TRUE,27320,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",steam test 2 clamp sensor needs adjusting HAVE CLEANED UP SHAFT ON CLAMP 2  AS WAS STICKING AND NOT MAKING SENSOR,,28/08/2015 09:15,4) As Soon As Practical,Completed,28/08/2015 07:51,TRUE,000 Days 09 Hrs 52 Mins,000 Days 08 Hrs 22 Mins
27/08/2015 08:27,TRUE,27304,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",fault on air grippers on autorig  on td section,job complete,27/08/2015 12:30,2) Critical,Completed,27/08/2015 10:02,TRUE,000 Days 03 Hrs 15 Mins,000 Days 00 Hrs 00 Mins
26/08/2015 12:57,TRUE,27294,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",loosing air pressure to air test grippers on auto rig.,tooling has been modified to resolve problem,27/08/2015 08:51,2) Critical,Completed,26/08/2015 13:35,TRUE,000 Days 19 Hrs 16 Mins,000 Days 00 Hrs 00 Mins
24/08/2015 16:33,TRUE,27260,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Air decay brass valve pilot broken .,,25/08/2015 08:24,2) Critical,Completed,25/08/2015 07:46,TRUE,000 Days 00 Hrs 00 Mins,000 Days 15 Hrs 13 Mins
20/08/2015 00:00,TRUE,27207,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","SENSOR OUT OF LINE.

Pick and place arm looks to be knocked out of vertical alighnment.
 Realighned verticaly using spirit level and then tapped horizontaly into position as it had been knocked. Run products through and all worked well operator was happy, checked this morning to see if worked ok last night but it hadnt been used due to pallet size issues nothing to do with this repair operators choose to use manual rig.",,21/08/2015 08:36,2) Critical,Completed,20/08/2015 12:22,TRUE,000 Days 00 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
19/08/2015 08:08,TRUE,27198,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Air clamp leaking oil causing 100% failure . (URGENT) ,,19/08/2015 12:29,2) Critical,Completed,19/08/2015 08:27,TRUE,000 Days 00 Hrs 00 Mins,000 Days 00 Hrs 20 Mins
04/08/2015 08:06,TRUE,26945,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm allignment issues.,"have adjusted and tightened arm retaining bolts,as were working loose",15/08/2015 09:00,2) Critical,Completed,17/08/2015 07:48,TRUE,000 Days 01 Hrs 30 Mins,000 Days 00 Hrs 00 Mins
21/07/2015 09:43,TRUE,26758,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Gripper arms touch carriage during picking up TD from conveyor. Lift up arm slightly.,,21/07/2015 10:30,2) Critical,Completed,21/07/2015 10:42,TRUE,000 Days 00 Hrs 47 Mins,000 Days 00 Hrs 02 Mins
21/07/2015 09:42,TRUE,26757,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",oil dip gripper too loose since crash. Replace gripper.,have made adjustments to remove play in grippers and is now picking up ok. will place order for new set.,21/07/2015 10:15,2) Critical,Completed,21/07/2015 10:45,TRUE,000 Days 00 Hrs 30 Mins,000 Days 00 Hrs 00 Mins
13/07/2015 15:18,TRUE,26651,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Oil Arm losing position again and stopping operation . ,"Agreed complete with Chris Owens. Time, Date and Engineer estimated (THS 7,10,16)",14/07/2015 11:00,2) Critical,Completed,07/10/2016 07:30,TRUE,000 Days 03 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
10/07/2015 09:17,TRUE,26630,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam arm on autorig slipping out of position and catching on traps.,"Agreed complete with Chris Owens. Time, Date and Engineer estimated. (THS 5,10,16)",10/07/2015 12:30,2) Critical,Completed,05/10/2016 07:35,TRUE,000 Days 02 Hrs 30 Mins,000 Days 00 Hrs 00 Mins
10/07/2015 07:31,TRUE,26625,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Oil arm o n TD auto rig keeps losing its position and stops working.,adjusted,12/07/2015 12:00,2) Critical,Completed,10/07/2015 10:48,TRUE,002 Days 02 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
07/07/2015 14:36,TRUE,26560,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Oil arm losing it's place (slowing production ) .,slider cleaned and oiled,08/07/2015 08:50,2) Critical,Completed,08/07/2015 08:50,TRUE,000 Days 01 Hrs 05 Mins,000 Days 00 Hrs 00 Mins
30/06/2015 11:54,TRUE,26465,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Pallets failing to pass through on conveyor a steam station. GMT and DH reviewing.

Temp Fix. Graham Thomas advised the temp fix was with wood. Permanent fix required (THS 4,10,16)","Have removed piece of wood with the veiw to replace it with a extra support but found that the was not under tension and there fore at the time assumed to be doing very little, but when the machine is running again we will fit support's if still required.  ",12/04/2017 16:08,2) Critical,Completed,04/10/2016 11:08,TRUE,000 Days 02 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
03/06/2015 14:53,TRUE,26072,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Air decay clamp creeping. Not returning fully. OK at moment but will crash if 1"" traps are testing.
Why is it creeping? Where is air coming from?
",have replaced cylinder with spare part as seals and return spring suspect. part no spencer franklin: SF- 6120A (powrlock open stroke head type),04/06/2015 10:00,2) Critical,Completed,04/06/2015 07:56,TRUE,000 Days 02 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
26/05/2015 12:51,TRUE,25935,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Oil arm keeps crashing and moving very slowly (stopping production) - wip walt - Speed of raise lower arm causing timing issues with gate 5 release, allowing two pallets through at same time - cylinder may need replacing - timer T4:109 set from 15 to 30 secs to compensate for cylinder - Line not running tomorrow, will attempt to repair the cylinder -"," 27/05/15 Cylinder checked and lubricated, now working faster but may need dampers setting for production",27/05/2015 14:55,3) Urgent,Completed,,FALSE,001 Days 02 Hrs 01 Mins,000 Days 00 Hrs 00 Mins
26/05/2015 08:51,TRUE,25922,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Oil arm keeps crashing and moving very slowly (stopping production) - wip walt - Speed of raise lower arm causing timing issues with gate 5 release, allowing two pallets through at same time - cylinder may need replacing - timer T4:109 set from 15 to 30 secs to compensate for cylinder - Line not running tomorrow, will attempt to repair the cylinder",,26/05/2015 12:53,2) Critical,Completed,26/05/2015 09:50,TRUE,000 Days 00 Hrs 00 Mins,000 Days 00 Hrs 39 Mins
05/05/2015 17:42,TRUE,25643,ATR001(1015)(A09),follow up to installing new type clamp switching,North,Assembly Hall,TD,"North,Assembly Hall,TD",Connect new switches for clamps,Connected and checked for operation at pressure gauge,05/05/2015 16:44,3) Urgent,Completed,,FALSE,000 Days 03 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
20/04/2015 18:09,TRUE,25439,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","will not work sensors on oil dip . - WIP walt - traced to safety door actuator - far side, 2nd from left - actuator out of shape and not quite activating switch, adjustments made",,20/04/2015 19:59,4) As Soon As Practical,Completed,20/04/2015 19:56,TRUE,000 Days 00 Hrs 00 Mins,000 Days 00 Hrs 21 Mins
14/04/2015 11:58,TRUE,25347,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Clamp error on station 3 on auto steam test rig . wip walt - set reed switches and tested (clamp seals had been changed),,14/04/2015 13:32,2) Critical,Completed,14/04/2015 12:10,TRUE,000 Days 00 Hrs 00 Mins,000 Days 00 Hrs 13 Mins
08/04/2015 00:00,TRUE,25250,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Power supply to Auto test rig cut out  - .wip walt - issue appears to be on dipper robot, suspect multicore cable - This has been a recurring fault over the past year - Complete DC power supply being drained - eventually traced fault to two cores on dipper robot multicore cable (white/purple also Grey) isolated & marked up – Spare cores used, production have no parts ready but will test as soon as possible. If we continue to have these faults I would suggest replacing the cable.

",,08/04/2015 21:46,2) Critical,Completed,07/04/2015 13:45,TRUE,000 Days 11 Hrs 27 Mins,000 Days 00 Hrs 20 Mins
31/03/2015 22:35,TRUE,25199,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",steam test 3 clamp needs adjusting,"adjusted for 1/2"" trap size",01/04/2015 08:15,4) As Soon As Practical,Completed,01/04/2015 08:14,TRUE,000 Days 00 Hrs 30 Mins,000 Days 00 Hrs 00 Mins
25/03/2015 21:26,TRUE,25113,ATR001(1015)(A09),Stopping in auto,North,Assembly Hall,TD,"North,Assembly Hall,TD",Stopping in auto - Clamping faults - Set clamping switches to work on product & monitored,,25/03/2015 21:28,3) Urgent,Completed,,FALSE,000 Days 00 Hrs 00 Mins,000 Days 00 Hrs 04 Mins
20/03/2015 09:40,TRUE,25038,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Clamp error on station 3. - wip walt - now ok - modification to be carried out so clamping sensing is done off pressure,,20/03/2015 13:54,2) Critical,Completed,20/03/2015 10:30,TRUE,000 Days 01 Hrs 14 Mins,000 Days 00 Hrs 50 Mins
12/03/2015 20:15,TRUE,24955,ATR001(1015)(A09),Not running in auto,North,Assembly Hall,TD,"North,Assembly Hall,TD",Wont run - clamping issues - set reed switches to work after product change,,12/03/2015 20:19,3) Urgent,Completed,,FALSE,000 Days 02 Hrs 04 Mins,000 Days 00 Hrs 02 Mins
12/03/2015 08:52,TRUE,24943,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",autorig clamp error station 3 . slowing production . ,adjusted sensor as changed trap size,12/03/2015 09:15,2) Critical,Completed,12/03/2015 08:55,TRUE,000 Days 00 Hrs 15 Mins,000 Days 00 Hrs 00 Mins
09/03/2015 22:17,TRUE,24903,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",steam clamp 3,,10/03/2015 08:15,4) As Soon As Practical,Completed,10/03/2015 07:51,TRUE,000 Days 09 Hrs 58 Mins,000 Days 09 Hrs 28 Mins
05/03/2015 07:56,TRUE,24853,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam station 3 clamp error and oil arm fault. dip arm now ok but needs investigating further when production window,Have sorted clamp error with sensor adjustment.Have lubricated oil dip arm and is now ok,05/03/2015 09:00,2) Critical,Completed,05/03/2015 09:41,TRUE,000 Days 00 Hrs 30 Mins,000 Days 00 Hrs 00 Mins
04/03/2015 19:43,TRUE,24844,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",steam clamp 3 ,,09/03/2015 08:15,3) Urgent,Completed,09/03/2015 07:55,TRUE,004 Days 12 Hrs 32 Mins,004 Days 12 Hrs 12 Mins
04/03/2015 16:05,TRUE,24839,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Steam test station 1 clamp error , sensor needs adjusting .",have adjusted,04/03/2015 17:00,2) Critical,Completed,05/03/2015 11:23,TRUE,000 Days 00 Hrs 30 Mins,000 Days 00 Hrs 00 Mins
04/03/2015 10:57,TRUE,24831,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","air decay test clamp near to crashin, not retracting back fully. Repeat issue. will cause a crash soon.
Oil leaks. Please bleed and fix.",Have bled oil out of cylinder as wasnt fully retracting. (may need to replace cylinder or seals in future),04/03/2015 13:00,2) Critical,Completed,04/03/2015 11:37,TRUE,000 Days 01 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
03/03/2015 14:36,TRUE,24811,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",steam test station 2 clamp error (sensors need adjusting ).,MADE ADJUSTMENTS,03/03/2015 16:00,2) Critical,Completed,03/03/2015 15:47,TRUE,000 Days 00 Hrs 45 Mins,000 Days 00 Hrs 00 Mins
02/03/2015 11:58,TRUE,24780,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Steam test station 2 is excessivly pumping water into trap creating waterlogging . ,"seems clamp sensor had moved when water pump started causing to keep pumping. G.Thomas has set clamps for 3/4"" traps and now seems to be performing ok",02/03/2015 12:30,2) Critical,Completed,02/03/2015 12:38,TRUE,000 Days 00 Hrs 30 Mins,000 Days 00 Hrs 00 Mins
18/02/2015 00:00,TRUE,24628,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","mechanical arm placing bodies out of allignment on all 3 steam test stations.
On visit no products were avialble to run machine,
Today dave Hart and Graham working on rig, Dave made some travel distance changes in program to ensure trap was placed inthe correct position, rig ran last night with no reported issues (ref section leader) ensure as to why these changes were neccessary.
Maintenance have dtarted to install circuits for new pressure sensors. Rig not imoblised availble if required section leader aware.",,19/02/2015 10:56,2) Critical,Completed,18/02/2015 13:46,TRUE,001 Days 02 Hrs 04 Mins,000 Days 03 Hrs 40 Mins
17/02/2015 19:21,TRUE,24615,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",steam clamp postion needs adjusting  adjusted proxys but robot [positon needs changing operator not aloud too,,18/02/2015 01:42,2) Critical,Completed,17/02/2015 21:33,TRUE,000 Days 00 Hrs 00 Mins,000 Days 01 Hrs 12 Mins
16/02/2015 10:09,TRUE,24581,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Clamp error on steam station 1 (sensor needs adjusting).
ATTENDED BREAKDOWN BUT W.JOHNSTON HAD ALREADY BEEN ASKED BY SECTION OPERATORS TO LOOK AT SENSOR FAULT PROBLEM.
Set all three sensors to work with current product
",,16/02/2015 12:20,2) Critical,Completed,16/02/2015 12:17,TRUE,000 Days 00 Hrs 00 Mins,000 Days 00 Hrs 20 Mins
12/02/2015 12:38,TRUE,24548,ATR001(1015)(A09),POWER DRAINING FLAUT ?????,North,Assembly Hall,TD,"North,Assembly Hall,TD","Rig keeps tripping (electrical) stopping production .
13.30pm 12/2/15  PLC  INPUT &  OUTPUT CARDS INDICATORS ALL FLASHING ON & OFF, THREE SAFETY RELAYS BELOW PLC BANKS INDICATORS DOING THE SAME THING. CHECKED INCOMING MAIN SUPPLY TO CONTROL CABINATE OK, MAINS SUPPLIES TO TO PLC
BANK OK. RES CONT CHECKED ALL E/STOPS OK SUSPECTED THAT 24 VDC SUPPLY TO THE THREE SAFETY RELAY  COULD BE AT FLAUT FOUND THAT THE TWO POWER SUPPLIES HAD THE CORRECT MAINS INPUT VOLTAGE BUT BOTH POWER SUPPLIES HAD PULSATING OUTPUT VOLTAGES ( 24 VDC OUTPUT). SUSPECT THERE IS A POWER DRAIN FLAUT ON THE 24 VDC OUTPUT SUPPLY.
INFORMED THE NEXT MAINTENANCE SHIFT OF MY FINDINGS & INFORMED T.HALFORD OF THE CURRENT SITUATION. 13/2/15  CHECKED  NIGHT SHIFT MAINTENANCE SHIFT LOG FINDINGS NO OBOVOUS CAUSE OF FLAUT. D.HART HAS BEEN CALLED TO INVESTIGATE WHY OPERATOR CANNOT START M/C FROM CONTROL PANEL. REQUESTED BY T.HALFORD TO ATTENTED ANOTHER BREAKDOWN.
Hi Tim/Steve – Fault on test rig 1015 – (TD42 assembly and test rig) Hard wire fault draining power supply’s has cleared during checks – Node faults on HMI panel not clearing, may need to get Dave Hart to have a look – also Kath is going to try and trace suspect 24 volt DC power supply cable (multi core) as power fault will more than likely come back. Walt
Morning Tim/Steve,
1015 Test Rig chased the offending cable on test rig have marked where it goes into a junction box just by the oil arm, have left the lid off the junction box and marked yellow crosses around there is some damage to the cable further back as it goes around a corner again have left the cable visible for you to see, all power is on but the rig has lost comms refer to Walts log as I agree with him Mr Hart is required, hopes this helps have a good weekend.

Kathy.

Cable repairs carried out, also wire R14 fitted into permanant + - does not work in it's terminal rail position - Line still running ok Monday - Steve ",,16/02/2015 12:39,2) Critical,Completed,,TRUE,000 Days 00 Hrs 00 Mins,000 Days 00 Hrs 52 Mins
11/02/2015 14:57,TRUE,24534,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",replace old sxs mains air filter lubricator set as lubricator us and obsolete. ,replaced as requested,11/02/2015 12:00,2) Critical,Completed,11/02/2015 15:00,TRUE,000 Days 02 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
02/02/2015 23:14,TRUE,24395,ATR001(1015)(A09),M/C TO RUN. SECTION LEADER WILL REPORT.,North,Assembly Hall,TD,"North,Assembly Hall,TD","oil arm not working correctly.
3/2/15  DAY SHIFT CHECKED WITH SECTION LEADER IF THERE IS STILL A PROBLEM WITH THE OIL DIP STATION. HE HAS REPORTED THAT THE M/C HAS NOT BEEN USE SO FAR TODAY. I HAVE ASKED HIM TO REPORT IF THERE ARE PROBLEMS WHEN THE OIL DIP IS NEXT USED."," had a few problems with the oil dipping robot smashing up in various places. Everything seems to be normal with the reed switches. reduced air pressure in bottom solinoid cabinet from 7 to 6 bar. Was running ok after we left it  may need a laptop plugging in if you get anymore problems.
3/2/15  DAY SHIFT M/C  IS NOT RUNNING AT PRESENT, SECTION LEADER WILL REPORT IF THERE ARE ANY PROBLEMS WHEN IT IS IN USE. ",05/02/2015 22:09,2) Critical,Completed,,TRUE,000 Days 00 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
28/01/2015 21:16,TRUE,24341,ATR001(1015)(A09),Machine stopped in cycle,North,Assembly Hall,TD,"North,Assembly Hall,TD","Not completing test - Clamp cylinders not registering clamped - set switches to product - switches starting to play up, may need replacing wip sourcing spares. ",,28/01/2015 21:00,3) Urgent,Completed,,FALSE,000 Days 01 Hrs 40 Mins,000 Days 00 Hrs 10 Mins
24/01/2015 11:31,TRUE,24274,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",MAKE AND FIT NEW CLAMP GUIDE PIN WHICH IS MISSING FROM STATION 2. ,HAVE MADE AND FITTED NES S/S PIN,24/01/2015 11:00,2) Critical,Completed,24/01/2015 11:33,TRUE,000 Days 01 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
12/01/2015 07:26,TRUE,24060,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Control panel showing error on start up and after reset. - Refixed coms lead,,12/01/2015 07:55,2) Critical,Completed,13/01/2015 14:40,TRUE,000 Days 00 Hrs 29 Mins,000 Days 00 Hrs 16 Mins
23/12/2014 22:18,TRUE,23933,ATR001(1015)(A09),Middle posisition jamming squared up mounting block ok now;. ,North,Assembly Hall,TD,"North,Assembly Hall,TD",Middle posisition jamming squared up mounting block ok now;. ,,23/12/2014 23:31,4) As Soon As Practical,Completed,23/12/2014 23:30,TRUE,000 Days 00 Hrs 00 Mins,000 Days 01 Hrs 13 Mins
19/12/2014 07:52,TRUE,23888,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Sensor needs ajusting on steam test clamp 2 to enable rig to run,adjusted,19/12/2014 08:30,2) Critical,Completed,19/12/2014 07:57,TRUE,000 Days 00 Hrs 30 Mins,000 Days 00 Hrs 00 Mins
18/12/2014 05:32,TRUE,23877,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","steam clamp 2 sensor needs adjusting
Spoke to section leader Chris who says all the work on nights has been done so he says the rig must be working ok and he did not know about any problem with the sensors, he thinks someone on nights has already done this, but there are no mention of this in the shift log, he said leave it and he will resubmit the request should there be a problem later on.  (my offer to this request was declined)",,18/12/2014 08:27,4) As Soon As Practical,Completed,18/12/2014 08:08,TRUE,000 Days 00 Hrs 00 Mins,000 Days 02 Hrs 28 Mins
20/11/2014 14:47,TRUE,23490,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD","Please fit 3 pressure sensor (see GMT for sensors) to clamping system on steam test stations. trace wires back to spare inputs.
Once installed and re-programmed PLC (engineering) this will remove need to adjust sensors on clamping unit.
28/01/15 - To speed up this process i have fitted the sensors in the rig and fitted into pneumatic circuit.
Please can you trace wires back to PLC cabinet and connect:
St1 clamp sensor to S77 input card 22
St 2 clamp sensor to S78 input card 22
St 3 clamp sensor to S79 input card 22
I have changed this breakdown, as whenever the trap size tested changes, the rig needs maintenance/engineering to move sensors.","Agreed complete with Graham Thomas. Time and Date estimated. (THS 4,10,16)",06/02/2015 10:00,2) Critical,Completed,22/04/2015 15:26,TRUE,074 Days 00 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
28/10/2014 19:10,TRUE,23183,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",Sensors need to be adjusted,,28/10/2014 23:02,4) As Soon As Practical,Completed,28/10/2014 22:37,TRUE,000 Days 00 Hrs 00 Mins,000 Days 03 Hrs 28 Mins
22/10/2014 21:25,TRUE,23083,ATR001(1015)(A09),Work Request,North,Assembly Hall,TD,"North,Assembly Hall,TD",steam clamp sensors need adjusting ,Adjusted sensors,23/10/2014 04:36,2) Critical,Completed,23/10/2014 04:36,TRUE,000 Days 00 Hrs 00 Mins,000 Days 00 Hrs 00 Mins
